623.000	146.137
623.010	143.839
623.020	144.035
623.030	142.746
623.040	143.021
623.050	144.584
623.060	143.010
623.070	144.422
623.080	143.277
623.090	144.040
623.100	142.982
623.110	143.295
623.120	142.211
623.130	142.161
623.140	142.871
623.150	141.794
623.160	143.024
623.170	144.104
623.180	141.796
623.190	142.257
623.200	143.757
623.210	143.057
623.220	143.257
623.230	142.222
623.240	144.261
623.250	143.751
623.260	141.863
623.270	141.953
623.280	143.846
623.290	143.954
623.300	143.976
623.310	142.842
623.320	143.084
623.330	143.811
623.340	141.862
623.350	143.755
623.360	142.699
623.370	142.208
623.380	144.120
623.390	143.986
623.400	143.353
623.410	144.327
623.420	144.573
623.430	142.996
623.440	142.663
623.450	142.804
623.460	142.408
623.470	143.076
623.480	144.369
623.490	142.705
623.500	142.625
623.510	142.765
623.520	143.952
623.530	143.983
623.540	143.254
623.550	144.601
623.560	142.885
623.570	142.691
623.580	143.532
623.590	141.892
623.600	144.852
623.610	144.968
623.620	144.636
623.630	143.044
623.640	145.642
623.650	143.901
623.660	144.818
623.670	142.906
623.680	144.449
623.690	144.150
623.700	143.430
623.710	143.789
623.720	145.016
623.730	144.276
623.740	143.880
623.750	145.197
623.760	144.603
623.770	146.294
623.780	144.675
623.790	144.428
623.800	145.245
623.810	146.026
623.820	146.218
623.830	146.222
623.840	145.896
623.850	145.343
623.860	145.907
623.870	148.059
623.880	147.713
623.890	147.621
623.900	149.028
623.910	149.035
623.920	150.398
623.930	149.673
623.940	151.408
623.950	151.829
623.960	150.273
623.970	152.256
623.980	151.560
623.990	151.112
624.000	149.942
624.010	151.380
624.020	150.352
624.030	148.462
624.040	147.325
624.050	149.002
624.060	149.581
624.070	149.358
624.080	151.025
624.090	150.743
624.100	151.751
624.110	152.760
624.120	151.444
624.130	152.866
624.140	150.471
624.150	152.043
624.160	151.209
624.170	150.210
624.180	152.565
624.190	152.364
624.200	151.712
624.210	152.457
624.220	154.226
624.230	153.752
624.240	155.936
624.250	155.653
624.260	158.837
624.270	158.426
624.280	160.440
624.290	159.933
624.300	160.393
624.310	161.167
624.320	160.259
624.330	158.288
624.340	156.817
624.350	156.083
624.360	154.336
624.370	154.414
624.380	153.014
624.390	151.991
624.400	150.437
624.410	149.983
624.420	148.254
624.430	147.872
624.440	146.389
624.450	145.086
624.460	146.430
624.470	145.060
624.480	143.502
624.490	143.471
624.500	144.705
624.510	145.979
624.520	145.644
624.530	144.790
624.540	145.060
624.550	143.886
624.560	144.556
624.570	144.176
624.580	144.838
624.590	144.383
624.600	143.976
624.610	145.333
624.620	144.743
624.630	143.382
624.640	144.544
624.650	143.738
624.660	144.639
624.670	144.252
624.680	144.058
624.690	143.070
624.700	144.641
624.710	144.918
624.720	144.305
624.730	143.386
624.740	144.175
624.750	143.461
624.760	144.835
624.770	144.257
624.780	144.079
624.790	146.285
624.800	144.258
624.810	144.574
624.820	143.974
624.830	144.458
624.840	145.209
624.850	145.263
624.860	144.951
624.870	145.703
624.880	145.447
624.890	144.568
624.900	146.278
624.910	145.126
624.920	144.594
624.930	145.724
624.940	146.501
624.950	149.173
624.960	147.607
624.970	151.492
624.980	151.967
624.990	154.194
625.000	156.230
625.010	159.614
625.020	159.338
625.030	161.147
625.040	160.546
625.050	159.472
625.060	159.056
625.070	159.795
625.080	157.262
625.090	156.580
625.100	156.768
625.110	156.035
625.120	152.875
625.130	151.560
625.140	151.030
625.150	149.177
625.160	147.004
625.170	146.001
625.180	145.053
625.190	145.241
625.200	146.706
625.210	145.161
625.220	144.698
625.230	145.023
625.240	144.560
625.250	144.057
625.260	144.433
625.270	145.499
625.280	144.816
625.290	143.329
625.300	143.723
625.310	144.890
625.320	145.397
625.330	144.872
625.340	146.216
625.350	145.453
625.360	145.476
625.370	144.591
625.380	144.326
625.390	144.131
625.400	144.567
625.410	145.312
625.420	144.865
625.430	143.549
625.440	143.660
625.450	143.304
625.460	145.249
625.470	143.748
625.480	143.989
625.490	144.006
625.500	145.455
