639.000	45.168
639.010	14.106
639.020	14.038
639.030	14.024
639.040	14.024
639.050	14.050
639.060	14.060
639.070	14.084
639.080	14.090
639.090	14.100
639.100	14.115
639.110	14.141
639.120	14.148
639.130	14.161
639.140	14.182
639.150	14.211
639.160	14.204
639.170	14.250
639.180	14.242
639.190	14.263
639.200	14.279
639.210	14.310
639.220	14.315
639.230	14.335
639.240	14.375
639.250	14.401
639.260	14.401
639.270	14.427
639.280	14.460
639.290	14.491
639.300	14.525
639.310	14.575
639.320	14.593
639.330	14.658
639.340	14.682
639.350	14.746
639.360	14.796
639.370	14.846
639.380	14.860
639.390	14.979
639.400	15.031
639.410	15.123
639.420	15.158
639.430	15.296
639.440	15.329
639.450	15.438
639.460	15.528
639.470	15.736
639.480	15.782
639.490	15.966
639.500	16.075
639.510	16.321
639.520	16.418
639.530	16.742
639.540	17.007
639.550	17.305
639.560	17.632
639.570	18.383
639.580	18.981
639.590	20.438
639.600	21.396
639.610	24.623
639.620	27.445
639.630	33.222
639.640	37.009
639.650	47.068
639.660	53.342
639.670	72.740
639.680	83.192
639.690	102.454
639.700	112.598
639.710	214.558
639.720	246.203
639.730	346.072
639.740	380.983
639.750	445.119
639.760	566.811
639.770	654.582
639.780	781.260
639.790	848.186
639.800	983.226
639.810	1015.441
639.820	1116.544
639.830	1189.393
639.840	1767.810
639.850	1845.621
639.860	2110.468
639.870	2185.156
639.880	2330.447
639.890	2432.800
639.900	2528.561
639.910	2562.446
639.920	2614.049
639.930	2638.171
639.940	2681.114
639.950	2701.042
639.960	2724.626
639.970	2737.458
639.980	2734.487
639.990	2746.692
640.000	2746.548
640.010	2757.447
640.020	2753.178
640.030	2756.106
640.040	2757.133
640.050	2752.518
640.060	2750.519
640.070	2747.902
640.080	2756.084
640.090	2763.778
640.100	2759.747
640.110	2765.262
640.120	2760.830
640.130	2767.374
640.140	2761.015
640.150	2766.695
640.160	2758.041
640.170	2757.202
640.180	2726.852
640.190	2722.891
640.200	2692.719
640.210	2680.724
640.220	2627.981
640.230	2593.736
640.240	2522.161
640.250	2493.536
640.260	2390.180
640.270	2306.646
640.280	2177.468
640.290	2075.228
640.300	1911.431
640.310	1797.287
640.320	1669.790
640.330	1590.432
640.340	1369.832
640.350	1260.439
640.360	1058.799
640.370	884.695
640.380	671.625
640.390	610.333
640.400	402.989
640.410	339.165
640.420	229.252
640.430	175.920
640.440	117.404
640.450	93.170
640.460	63.943
640.470	51.407
640.480	37.758
640.490	30.829
640.500	22.737
640.510	21.042
640.520	19.040
640.530	17.978
640.540	17.183
640.550	17.013
640.560	16.657
640.570	16.533
640.580	16.398
640.590	16.306
640.600	16.150
640.610	16.084
640.620	15.887
640.630	15.850
640.640	15.686
640.650	15.627
640.660	15.507
640.670	15.425
640.680	15.308
640.690	15.247
640.700	15.193
640.710	15.160
640.720	15.058
640.730	15.050
640.740	14.988
640.750	14.944
640.760	14.930
640.770	14.881
640.780	14.839
640.790	14.800
640.800	14.747
640.810	14.740
640.820	14.699
640.830	14.652
640.840	14.626
640.850	14.612
640.860	14.581
640.870	14.574
640.880	14.537
640.890	14.523
640.900	14.486
640.910	14.474
640.920	14.413
640.930	14.388
640.940	14.350
640.950	14.340
640.960	14.300
640.970	14.279
640.980	14.267
640.990	14.247
641.000	14.210
